ID,Unternehmen,Geschäftsführer,Branchen,Sitz,Anschrift: Straße,Anschrift: PLZ,Anschrift: City,Anschrift: Land,Stammkapital,Persönliche haftender Gesellschafter (Natürliche Person),Persönliche haftender Gesellschafter (Unternehmen),Leitende Direktoren,Liquidatoren,Gegenstand/Geschäftszweck
amtsgericht-mannheim-hrb-740945,S & E Logistik GmbH,"David Eck, Andreas Seidler",Logistics,"Graben-Neudorf, DE",Bahnhofsring 10,76676,Graben-Neudorf,DE,25000.00 EUR,,,,,"Die Erbringung von Speditions- und Logistik-Dienstleistungen, der Handel mit Kraftfahrzeugen aller Art und der Betrieb einer KfZ-Werkstatt."
amtsgericht-aschaffenburg-hrb-11785,GWM Gündling Wertstoffmanagement Handel & Logistik GmbH,Peter Gündling,Logistics,"Alzenau, DE",Mühlweg 37,63755,Alzenau,DE,25000.00 EUR,,,,,der Handel mit Wertstoffen als Entsorgungsfachbetrieb sowie Umweltmanagement und Logistik mit Produkten aus recycelten Materialen.
amtsgericht-frankfurt-am-main-hrb-122639,D&D Transport und Kurierdienst UG (haftungsbeschränkt),Mojtaba Mashhadi Ebrahim,Logistics,"Frankfurt am Main, DE",Lenzenbergstraße 27,65931,Frankfurt am Main,DE,1000.00 EUR,,,,,"Transport, Kurierdienst, Nachtfahrten, Umzüge und der Transport von Dienstleistungen jeglicher Art."
amtsgericht-wetzlar-hrb-32903,B.S-Logistik GmbH,Sina Bashiri Pak,Logistics,"Wiesbaden, DE",Alte Dorfstraße 90,65207,Wiesbaden,DE,25000.00 EUR,,,,,"Kleintransporte bis 3,5t, Kurierdienst, insbesondere Transport von Paketen."
amtsgericht-mannheim-hrb-725359,Noweso Schneider Transport GmbH,Ines Schneider,Logistics,"Malsch, DE",Albtalstraße 51,76316,Malsch,DE,25000.00 EUR,,,,,der Betrieb eines Kurierdienstes.
amtsgericht-mannheim-hrb-744537,NED Logistik GmbH,Nurcan Erdogdu,Logistics,"Aglasterhausen, DE",Im Oberen Tal 17,74858,Aglasterhausen,DE,25000.00 EUR,,,,,"Der Betrieb eines Kurierdienstes, insbesondere auch der Transport von Paketen und deren Zustellung."
amtsgericht-darmstadt-hrb-101118,Like Transport TR GmbH,Iqbal Butt,Logistics,"Raunheim, DE",Werrastraße 6,65479,Raunheim,DE,50000.00 EUR,,,,,"Online-Handel mit Waren aller Art, insbesondere Schuhen und anderen Lederwaren, Bekleidung sowie der Transport mit eigenen und fremden Speditionen selbst gehandelter Ware sowie Transport von Waren Dritter wie z.B. Amazon und ebay im Großraum Mannheim"
amtsgericht-darmstadt-hrb-99465,M2 Logistik UG (haftungsbeschränkt),"Veaceslav Movila, Dorel Maler",Logistics,"Raunheim, DE",Jakobstraße 3,65479,Raunheim,DE,500.00 EUR,,,,,Logistik und Transport von Paketen und Post
amtsgericht-mannheim-hrb-7097,GVG Getränkelogistik Verwaltungs und Gastro GmbH,,Logistics,"Mannheim, DE",Föhrenweg 43,68305,Mannheim,DE,50000.00 DEM,,,,Theodor Christian Heinrich Klein,"Der An- und Verkauf von Getränken aller Art, abgepackten Lebensmitteln und Non Food Artikeln im Groß- und Einzelhandel, deren Beschaffung, Zwischenlagerung, Kommissionierung und Verteilung an Abnahmestellen, sowie die Organisation der Leergutrückgaben, deren Zwischenlagerung und Abtransport. Der Betrieb von eigenen oder gemieteten Gaststätten und Betrieben aller Art."
amtsgericht-offenbach-hrb-54674,Maxi Logistics Services GmbH,"Fatos Gögremis, Yüksel Özkan",Logistics,"Dreieich, DE",Zeppelinstraße 22,63303,Dreieich,DE,50000.00 EUR,,,,,"Logistik, Nationaltransport, Internationaler Transport, Spedition, Logistikagentur, Verzollung, Lagerung, Fahrdienste, Schiffstransport, Luftransport, Bahntransport, Ein- und Ausfuhr von Gütern, Import und Export, Dienstleistung und Handel mit Produkten aus dem Bauwesen und Isolationswesen"
amtsgericht-mannheim-hrb-728736,S-Transporte GmbH,Sami Ahmad Mahmod Mahmod,Logistics,"Baden-Baden, DE",Balzenbergstraße 57,76530,Baden-Baden,DE,25000.00 EUR,,,,,"Die Durchführung von Transporten, insbesondere von Kühltransporten im erlaubnisfreien und genehmigungsfreien Güterkraftverkehr sowie die Vermittlung von Frachten, insbesondere im Kühltransportbereich, sowie der An- und Verkauf von gebrauchten Kraftfahrzeugen und Transportfahrzeugen und allen daran angrenzenden Tätigkeiten sowie der Betrieb eines Restaurants."
amtsgericht-mannheim-hrb-717193,Canatas Transport GmbH,"Timm Hartwich, Tobias Tscherne",Logistics,"Mannheim, DE",Freinsheimer Straße 2,68219,Mannheim,DE,25000.00 EUR,,,,,"Die Erbringung von Transportdienstleistungen, Logistik, Fuhrparkvermietung sowie LKW An- und Verkauf."
amtsgericht-mannheim-hrb-101389,Heinrich Schneider Spedition GmbH,"Katharina Vorwig, Erwin Vorwig",Logistics,"Karlsruhe, DE",Wikingerstr. 7,76189,Karlsruhe,DE,50000.00 DEM,,,,,Durchführung und Vermittlung von Straßenkraftverkehrstransporten aller Art sowie alle damit zusammenhängenden oder sonst zur Erreichung des Geschäftszweckes nützlich erscheinenden Geschäfte. Es darf auch Zweigniederlassungen errichten.
amtsgericht-frankfurt-am-main-hrb-110266,Palmira European Logistics GmbH,"Alexander Hoff, Marion Schwarz, Matthias Leidgeb",Logistics,"Frankfurt am Main, DE",Rossertstraße 5,60323,Frankfurt am Main,DE,25000.00 EUR,,,,,"-  jeweils für eigene Rechnung -  der Erwerb, die Verwaltung, Vermietung und Veräußerung von Grundstücken und grundstücksgleichen Rechten. Die Gesellschaft betreibt keine Geschäfte, die nach der MaBV, dem KWG oder dem Kapitalanlagegesetzbuch genehmigungspflichtig sind."
amtsgericht-aschaffenburg-hrb-15080,E & H Transport GmbH,"Jörg Hufgard, Dirk Englberger",Logistics,"Aschaffenburg, DE",Dieselstraße 5,63741,Aschaffenburg,DE,25000.00 EUR,,,,,die Durchführung von Transporten.
amtsgericht-koenigstein-im-taunus-hrb-10837,BK Logistik GmbH,"Hüseyin Kartal, Ivanov Dobri",Logistics,"Königstein im Taunus, DE",Niederhöchstädter Straße 64,61462,Königstein im Taunus,DE,25000.00 EUR,,,,,"Transporte bis 3,5 Tonnen."
amtsgericht-mannheim-hrb-723800,BeKo Transport GmbH,,Logistics,"Karlsruhe, DE",Im Schlehert 26,76187,Karlsruhe,DE,25000.00 EUR,,,,Johan Beker,Alle Tätigkeiten auf dem Gebiet des Speditions- und Transportgewerbes einschließlich des Selbsteintritts als Frachtführer.
amtsgericht-mannheim-hrb-8665,TOP TRANSPORT GmbH,Chrissanthi Schinaraki,Logistics,"Mannheim, DE",Landzungenstr. 12,68159,Mannheim,DE,50000.00 DEM,,,,,"Spedition und Lagerei, die Durchführung von Transporten aller Art und der Im- und Export von Waren aller Art. Weiterhin der Betrieb einer Reparaturwerkstätte für Kraftfahrzeuge aller Art."
amtsgericht-mannheim-hrb-107550,TransportTechnologie-Consult Karlsruhe GmbH (TTK),"Christian Höglmeier, Rainer Schwarzmann",Logistics,"Karlsruhe, DE",Durlacher Allee 73,76131,Karlsruhe,DE,100000.00 EUR,,,,,"Die Beratung und Planung im Verkehrswesen mit ingenieurwissenschaftlichen und betriebswirtschaftlichen Methoden unter Verwendung DV-gestützter Verfahren. Die Gesellschaft ist berechtigt, Geschäfte ähnlicher Art zu betreiben. Die Gesellschaft ist auch befugt, sich mit anderen Firmen zu Arbeits- und Interessengemeinschaften zusammenzuschließen, sich an gleichartigen oder ähnlichen Unternehmen zu beteiligen sowie Tochtergesellschaften zu gründen."
amtsgericht-mannheim-hrb-717987,PS Transporte 24 UG (haftungsbeschränkt),,Logistics,"Mannheim, DE",Käfertaler Straße 224,68167,Mannheim,DE,300.00 EUR,,,,,Die Durchführung von Transporten.
amtsgericht-aschaffenburg-hrb-11466,Teamlog GmbH Spedition und Logistik,"Jürgen Huth, Ines Oberding",Logistics,"Aschaffenburg, DE",Germanenstraße 30,63741,Aschaffenburg,DE,200000.00 EUR,,,,,die Planung und Durchführung logistischer Dienstleistungen für Handel und Industrie
amtsgericht-mannheim-hrb-722954,Viatrans GmbH,Flemming Baschwitz,Logistics,"Mannheim, DE",Corneliusstraße 2,68163,Mannheim,DE,25000.00 EUR,,,,,"Die Durchführung von Güterkraftverkehr, Logistik und Transporten aller Art einschließlich aller damit verbundenen Dienstleistungen und Tätigkeiten."
amtsgericht-mainz-hrb-44157,LogDi GmbH Logistik und Dienstleistungen,Franz Arnold Bengel,Logistics,"Klein-Winternheim, DE",Bürgermeister-Schreiber-Straße 5,55270,Klein-Winternheim,DE,25000.00 EUR,,,,,Logistikgeschäfte sowie damit zusammenhängende Dienstleistungen und Handel mit Verbrauchsgütern.
amtsgericht-mannheim-hrb-744562,RC Transport GmbH,Christian Timo Rupp,Logistics,"Mannheim, DE",Freinsheimer Straße 2,68219,Mannheim,DE,25000.00 EUR,,,,,"- Schwerpunktmäßig die Durchführung von Transportdienstleistungen mit Kraftfahrzeugen bis zu 3,5 t, 
- der An- und Verkauf von Fahrzeugen aller Art insbesondere Pkw und der Handel mit Zubehör,
- die Erbringung von Dienstleistungen im Bereich Gebäudereinigung."
amtsgericht-mannheim-hra-521259,Weimer & Rupp Transporttechnik GmbH & Co. KG,,Logistics,"Elchesheim-Illingen, DE",Gewerbestraße 1 und 6,76477,Elchesheim-Illingen,DE,-,,Weimer & Rupp Verwaltungs-GmbH,,,
amtsgericht-darmstadt-hrb-102455,AMBRA Logistik GmbH,Elena Andreea Bloanca,Logistics,"Raunheim, DE",Reichenberger Straße 2,65479,Raunheim,DE,25000.00 EUR,,,,,Durchführung von Transport- und Kurierdiensten sowie Paketzustellungen
amtsgericht-mannheim-hrb-732618,GIGAS Transport und Logistik GmbH,Georgios Schinarakis,Logistics,"Mannheim, DE",Friesenheimer Straße 1 b,68169,Mannheim,DE,25000.00 EUR,,,,,Die Ausführung von Transport- und Speditionsleistungen aller Art sowie das Anmieten und Vermieten und der Kauf und der Verkauf von Nutzfahrzeugen.
amtsgericht-mannheim-hra-700176,Graeff Spedition GmbH & Co KG,,Logistics,"Mannheim, DE",Rheinkaistr. 40,68159,Mannheim,DE,-,,Graeff Beteiligungsgesellschaft mbH,,,
amtsgericht-mainz-hrb-51820,Yashar Logistik GmbH,Yusein Yashar,Logistics,"Ingelheim am Rhein, DE",An den Wiesen 18 A,55218,Ingelheim am Rhein,DE,25000.00 EUR,,,,,"Die Erbringung von Speditionsleistungen, Kurierdiensten und der Transport von Gütern."
amtsgericht-mannheim-hrb-743171,LuS Logistik und Service GmbH,Simon-Klaus Langer,Logistics,"Heidelberg, DE",Am Taubenfeld 31a,69123,Heidelberg,DE,25050.00 EUR,,,,,Der Handel mit Waren des Transportgewerbes und Dienstleistungen im Rahmen des Transportgewerbes und/oder Vermittlung von Transportaufträgen zwischen Dienstleistern des Transportgewerbes und Versendern.
amtsgericht-ludwigshafen-hrb-22128,Modschiedler Logistik GmbH,Roland Modschiedler,Logistics,"Bobenheim-Roxheim, DE",In der Köst 5,67240,Bobenheim-Roxheim,DE,25000.00 EUR,,,,,"Die Durchführung von Logistikprojekten. 
Die Gesellschaft ist berechtigt, sich an anderen Unternehmen zu beteiligen, sie zu übernehmen und zu vertreten. 
Sie darf Zweigniederlassungen errichten."
amtsgericht-mannheim-hrb-725029,express kurier logistik UG (haftungsbeschränkt),Rita Monika Oberbeck,Logistics,"Mannheim, DE",Sigmund-Schott-Straße 1,68259,Mannheim,DE,3000.00 EUR,,,,,Die Besorgung nationaler und internationaler Transport- und Logistikdienstleistungen aller Art und hiermit zusammenhängender Nebenleistungen.
amtsgericht-mannheim-hrb-6817,confern Möbeltransportbetriebe GmbH,Andreas Kölling,Logistics,"Mannheim, DE",Neckarauerstr. 35/41,68199,Mannheim,DE,393950.00 EUR,,,,,Die Ausführung von Speditions- und Möbeltransportaufträgen sowie die Übernahme von Koordinierungsaufgaben in diesem Zusammenhang. Die Ausführung der Speditions- und Möbeltransportaufträge erfolgt durch die confern-Verbundpartner oder durch geeignete Subunternehmer.
amtsgericht-mannheim-hrb-106706,Siegfried und Matthias Moos Speditions- und Transport GmbH,Siegfried Moos,Logistics,"Karlsruhe, DE",Silcherstr. 31,76185,Karlsruhe,DE,116000.00 EUR,,,,,"Die Durchführung von Transporten im gewerblichen Güternah- und Güterfernverkehr, sowie die Durchführung von speditionellen Tätigkeiten und Lagerung, die Vermittlung von Ladungen und Vermietung von Fahrzeugen. Die Gesellschaft kann Zweigniederlassungen errichten, pachten, veräußern oder verpachten, sich an Unternehmungen im In- und Ausland beteiligen sowie alle Geschäfte betreiben, die geeignet sind, den Zweck der Gesellschaft und ihrer Unternehmen zu fördern.
Die Gesellschaft kann auch die Geschäftsführung und Vertretung sowie die Stellung als persönlich haftende Gesellschafterin in anderen Gesellschaften übernehmen."
amtsgericht-mannheim-hrb-726516,BOG Transporte GmbH,Johann Bogdanov,Logistics,"Baden-Baden, DE",Oberfeldstraße 8,76532,Baden-Baden,DE,25000.00 EUR,,,,,"Der Güterkraftverkehr einschließlich Spedition, der Im- und Export und der Handel mit sowie die Vermietung von Kfz und Maschinen aller Art sowie Handelsvermittlung mit nichtgenehmigungspflichtigen Waren, die Erbringung von Reise- und Reisevermittlungsleistungen, der Kauf und Verkauf sowie die Vermietung von Immobilien und das Recycling und die Entsorgung von Waren aller Art."
amtsgericht-koenigstein-im-taunus-hrb-10810,A & K Logistik GmbH,Zafer Akan Özdemir,Logistics,"Königstein im Taunus, DE",Vorderstraße 35,61462,Königstein im Taunus,DE,25000.00 EUR,,,,,"Transportdienstleistungen bis 3,5 Tonnen."
amtsgericht-mannheim-hra-706886,JF Logistik und Nutzfahrzeugservice KG,,Logistics,"Durmersheim, DE",Dieselstr. 16,76448,Durmersheim,DE,-,Jürgen Fritz,,,,
amtsgericht-mannheim-hrb-210777,BLG Ladegemeinschaft Internationale Spedition GmbH Bühl,Wolfgang Geier,Logistics,"Bühl, DE",Hurststr. 15,77815,Bühl,DE,50000.00 DEM,,,,,"Gegenstand des Unternehmens sind die Vermittlung und Durchführung von Transport- und Speditionsaufträgen aller Art im nationalen und internationalen Verkehr mit und in Kooperation der in Bühl und Umgebung ansässigen Transportunternehmen.

Die Gesellschaft darf alle damit zusammenhängenden und den Gesellschaftszweck fördernden Geschäfte tätigen.     
Die Gesellschaft ist berechtigt, sich an anderen Unternehmen zu beteiligen, auch die Geschäftsführung und die persönliche Haftung in Kommanditgesellschaften zu übernehmen und Zweigniederlassungen im In- und Ausland zu errichten."
amtsgericht-darmstadt-hrb-95953,VOS Transport GmbH,Stanislav Elistratov,Logistics,"Ober-Ramstadt, DE",Claude-Monet-Weg 13,64372,Ober-Ramstadt,DE,25000.00 EUR,,,,,ist der Transport und die Logistik von Gütern jeglicher Art.
amtsgericht-mannheim-hrb-702043,Paletten-Logistics GmbH,"Erika Rühle, Harald Weinacht",Logistics,"Karlsruhe, DE",Koellestraße 22,76189,Karlsruhe,DE,25000.00 EUR,,,,,"1. Gegenstand des Unternehmens ist die Erbringung von Transport-, Logistik- und Palettenreparaturdienstleistungen sowie der Palettenvertrieb. 2. Die Gesellschaft kann alle Rechtsgeschäfte vornehmen und Maßnahmen treffen, die den Gegenstand des Unternehmens unmittelbar fördern oder ihm zu dienen geeignet sind, insbesondere mit anderen Unternehmen zusammenarbeiten, sich an gleichartigen oder ähnlichen Unternehmen in jeder rechtlich zulässigen Form beteiligen, solche Unternehmen gründen, erwerben und veräußern, pachten und verpachten, sowie Zweigniederlassungen im In- und Ausland errichten."
amtsgericht-mannheim-hrb-734123,PENADES LOGISTIK GmbH,Jose David Penades Amoros,"Logistics, Finanz","Gaggenau, DE",Lessingstraße 11,76571,Gaggenau,DE,50000.00 EUR,,,,,"Der Gegenstand der Gesellschaft betrifft nationale und internationale Warentransporte, Logistik-Dienste, Reparatur, Instandsetzung, Lagerung und Abfertigung jeglicher Waren und Aktivitäten, die mit dem Transport verbunden sind, Kraftstoffvertrieb für den Einzelhandel, Verkauf, Wartung und Reparatur von Kraftfahrzeugen, Verwaltungsbürodienstleistungen für Dritte, z. B. Erhalt und Registrierung von Rechnungen, Finanzplanung, Abrechnung und Archivierung, Personal- und Postdienste, Nutzung, Kauf oder Vermietung von Grundstücken, Industriegebäuden, Wohnungen und Lagerhallen sowie alle damit in Zusammenhang stehenden Maßnahmen."
amtsgericht-mannheim-hrb-736597,MC Beratung & Logistik GmbH,Marvin Rudolf Wörthmüller,Logistics,"Mannheim, DE",Am Rosengartenplatz 1a,68159,Mannheim,DE,25000.00 EUR,,,,,"Die Durchführung von Transporten aller Art, Logistik und Logistikberatung."
amtsgericht-hanau-hrb-4000,Alfons Eisert Container-Transport GmbH,Stephan Josef Jung,Logistics,"Großkrotzenburg, DE",Alfons-Eisert-Straße 1-5,63538,Großkrotzenburg,DE,25572.00 EUR,,,,,"Der Betrieb eines Transportgeschäftes im Güterkraftverkehr, insbesondere die Fortführung des bisher von der Firma Alfons Eisert Container-Transport KG betriebenen Transportgeschäftes sowie eine nach § 4 Bundes-Immissionsschutzgesetz (BImSchG) genehmigte Anlage zur zeitweiligen Lagerung und Behandlung von Abfällen zu betreiben und alle in dieser Branche vorkommenden einschlägigen Geschäfte."
amtsgericht-mannheim-hrb-727465,Atlas Express Logistik GmbH,Klaus Springer,Logistics,"Mannheim, DE",Rhenaniastraße 68,68199,Mannheim,DE,25000.00 EUR,,,,,Der Betrieb einer Spedition ohne Selbsteintritt sowie die Vermittlung von Frachten- bzw. Speditionsdienstleistungen und logistischen Dienstleistungen.
amtsgericht-aschaffenburg-hrb-9432,FLS Färber Logistik Service GmbH,"Klaus Färber, Michael Baumann",Logistics,"Aschaffenburg, DE",Hanauer Str. 76,63739,Aschaffenburg,DE,25700.00 EUR,,,,,die Instandhaltung von Hard- und Software sowie alle in diesem Zusammenhang stehenden Dienstleistungen
amtsgericht-frankfurt-am-main-hrb-99508,FAME Logistics & Trade GmbH,Hasan Aksu,Logistics,"Frankfurt am Main, DE",Gebrüder-Wright-Straße 4,60486,Frankfurt am Main,DE,25000.00 EUR,,,,,"a) die Durchführung von internationalen Transporten,
b) die Vermittlung der in a) genannten Geschäfte,
c) die Lagerung, Zwischenlagerung, der Handel und der An- und Verkauf von Baumaterialien im weitesteten Sinne,
d) Immobilienverwaltung
e) alle mit den unter a) bis d) genannten Geschäften im unmittelbaren oder mittelbaren Zusammenhang stehenden Tätigkeiten."
amtsgericht-mannheim-hrb-723913,Profit Transport GmbH,,Logistics,"Mannheim, DE","C 8, 12",68159,Mannheim,DE,25000.00 EUR,,,,,"Großhandel mit genehmigungsfreien Gütern, allgemeine nationale und internationale Transporte von Gütern aller Art überwiegend Industrie- und Handelswaren sowie Lebensmittel und Transportvermittlung."
amtsgericht-mannheim-hrb-729807,YALI GmbH,"Philip Nagel, Ines Nagel",Logistics,"Mannheim, DE",Talstraße 74,68259,Mannheim,DE,25000.00 EUR,,,,,"Der Handel mit und der Transport von Baustoffen zu Wasser und zu Lande, die Kontrolle von gebrochenem Verkehr sowie Consulting und Entwicklung von Marketingstrategien in den Geschäftsbereichen Handels- und Transportgeschäfte aller Art sowie der Erwerb von und die Beteiligung an solchen Betrieben."
amtsgericht-mannheim-hrb-6934,Mercur - Südlogistik Speditions-GmbH,"Martin Isler, Maurice Georg Gruber",Logistics,"Mannheim, DE",Rheinkaistraße 34,68159,Mannheim,DE,25000.00 EUR,,,,,Der Betrieb einer internationalen Spedition einschließlich der Abfertigung und Vermittlung sämtlicher dazugehöriger Dienstleistungen. Der Selbsteintritt des Spediteurs nach § 412 Abs. 1 HGB ist ausgeschlossen.
amtsgericht-mannheim-hrb-743697,Flow Logistics GmbH,Daniel Sascha Götz,Logistics,"Mannheim, DE",George-Washington-Straße 52,68309,Mannheim,DE,25000.00 EUR,,,,,"Die Beförderung von Gütern aller Art im Güternah- und Fernverkehr, die Vermittlung von Güterversendungen durch Frachtführer und den damit zusammenhängenden Dienstleistungen, insbesondere dem Umschlag und der Lagerung von Gütern aller Art, der Betrieb einer Binnenschiffreederei, ferner die Übernahme von Consultingaufgaben (hierbei keine Steuerberatung, keine Wirtschaftsprüfung oder Rechtsberatung oder sonstigen genehmigungsbedürftigen Tätigkeiten)."
amtsgericht-mannheim-hrb-720322,Fastline Transport GmbH,Vanessa Jasmin Schwarz,Logistics,"Bühl, DE",Werkstraße 15,77815,Bühl,DE,25000.00 EUR,,,,,Die Durchführung von Speditions- und Logistikdienstleistungen mit eigenen oder fremden Fahrzeugen im Bereich Sonder - Eil und Kurierlogistik.
amtsgericht-mannheim-hrb-711277,RLH Rheinsped- Logistik- und Handels-GmbH,Werner Eugen Reichert,Logistics,"Karlsruhe, DE",Koellestr. 13,76189,Karlsruhe,DE,100000.00 EUR,,,,,"Die Übernahme sämtlicher speditioneller Tätigkeiten, Lagerung und Verteilung. Die Gesellschaft befasst sich mit der Durchführung von Transporten im nationalen und internationalen Güterkraftverkehr. Das Vermieten von Fahrzeugen, Silos, Baugerätschaften und Containern gehört ebenfalls zu den Aufgaben der Gesellschaft, wie das Handeln mit Baustoffen."
amtsgericht-landau-hrb-32982,Jester Logistik Verpackungs GmbH,"Katja Reinhard, Sabine Jester",Logistics,"Billigheim-Ingenheim, DE",Industriestraße 25 a,76831,Billigheim-Ingenheim,DE,25000.00 EUR,,,,,"Kommissionierung von Ware, Verpackung und Behälterbau für nationalen und internationalen Versand."
amtsgericht-mannheim-hrb-743211,Denigo Transport UG (haftungsbeschränkt),Lydia Amendt,Logistics,"Mannheim, DE",Nürburgstraße 20,68167,Mannheim,DE,100.00 EUR,,,,,Die Durchführung von gewerblichem Güterkraftverkehr sowie die Vermietung von LKW.
amtsgericht-mannheim-hrb-704081,ikonion Digitale Medien GmbH,"Steffen Rabethge, Pierre-Richard Kraus",Logistics,"Mannheim, DE",Schopenhauerstraße 9 A,68165,Mannheim,DE,25000.00 EUR,,,,,"Die Herstellung und der Vertrieb von professionellen multimedialen Informationssystemen zur Vermittlung komplexer fachspezifischer Inhalte, insbesondere die digitale und audiovisuelle Umsetzung von medizinischen und kommerziellen Informationen in geeigneten Präsentationssystemen unter Einsatz geeigneter Hardware zur stationären und transportablen Wiedergabe sowie die Herstellung und der Vertrieb von komplementären Printmedien."
amtsgericht-mannheim-hrb-735920,Spartank GmbH,Mariusz Henryk Grabinski,"Logistics, Chemie / Pharma","Ettlingen, DE",Pforzheimer Straße 132,76275,Ettlingen,DE,36000.00 EUR,,,,,"Speditionstätigkeit (Vermittlung von Transportaufträgen), Ausführung von Transportaufträgen sowie der Handel mit flüssiger Chemie."
amtsgericht-frankfurt-am-main-hrb-92319,AS Logistik GmbH,"Aline Seifert, Olmo Palermo, Doris Mayer",Logistics,"Frankfurt am Main, DE",Solmsstraße 73,60486,Frankfurt am Main,DE,26000.00 EUR,,,,,"Planung, Organisation und Vermittlung von Transporten jeder Art und sämtlicher damit zusammenhängender Nebenleistungen, insbesondere Planung und Realisierung logistischer Gesamtsysteme, die Vermietung und das Leasing von Kraftfahrzeugen und technischen Geräten; Ausgenommen sind sämtliche Geschäfte des Frachtführers."
amtsgericht-darmstadt-hrb-90091,my Logistics GmbH,"Mehmet Yilmaz, Ozan Yilmaz, Oguz Yilmaz",Logistics,"Raunheim, DE",Werrastraße 4,65479,Raunheim,DE,30000.00 EUR,,,,,"die Durchführung von Speditions- und Transportleistungen im Nah- und Fernverkehr, die Übernahme der Lagerverwaltung für Dritte, das Betreiben einer Waschanlage für Nutzfahrzeuge und Personenkraftwagen sowie eines Bistros und die Erbringung aller mit diesem Unternehmensgegenstand zusammenhängenden sonstigen Dienstleistungen."
amtsgericht-offenbach-hrb-54600,DK Logistics GmbH,Injae Jeon,Logistics,"Dreieich, DE",Max-Planck-Straße 16,63303,Dreieich,DE,50000.00 EUR,,,,,der Betrieb einer Spedition sowie das Unterhalten eines Warenlagers
